,startIdx,endIdx,length
199,3268784,3272811,4027
200,3275830,3277520,1690
201,3278613,3286792,8179
202,3290557,3294217,3660
203,3325855,3336525,10670
204,3360656,3364731,4075
205,3367819,3371076,3257
206,3382333,3384704,2371
207,3398612,3401870,3258
208,3417103,3418532,1429
209,3430215,3436860,6645
210,3447743,3451332,3589
211,3457603,3462252,4649
212,3484690,3487270,2580
213,3532385,3535420,3035
214,3549439,3550516,1077
215,3557864,3559474,1610
216,3565273,3568900,3627
217,3570405,3570453,48
218,3577452,3577536,84
219,3617753,3623549,5796
220,3663748,3670546,6798
221,3672212,3672538,326
222,3702204,3705194,2990
223,3705469,3713334,7865
224,3735867,3736202,335
225,3749947,3757235,7288
226,3813943,3814913,970
227,3817986,3818670,684
228,3827204,3828736,1532
229,3833962,3835709,1747
230,3844343,3845380,1037
231,3866207,3866740,533
232,3867178,3872609,5431
233,3877823,3881260,3437
234,3903461,3903887,426
235,3906035,3907756,1721
236,3915186,3919060,3874
237,3929941,3931038,1097
238,3940474,3944395,3921
239,3948591,3954078,5487
240,3957461,3958198,737
241,3958499,3958852,353
242,3960770,3961123,353
243,3969784,3970103,319
244,3991841,3992654,813
245,4004502,4005940,1438
246,4011881,4013058,1177
247,4072442,4072778,336
248,4107724,4112216,4492
249,4158669,4172046,13377
250,4174330,4175548,1218
251,4203525,4204119,594
252,4217689,4217889,200
253,4227297,4230414,3117
254,4234157,4237094,2937
255,4245035,4245202,167
256,4249743,4250780,1037
257,4251512,4253160,1648
258,4270625,4275437,4812
259,4283200,4287401,4201
260,4291564,4292165,601
261,4309764,4313294,3530
262,4322255,4324567,2312
263,4326582,4329103,2521
264,4381233,4382467,1234
265,4403181,4407191,4010
266,4417535,4422992,5457
267,4448498,4451352,2854
268,4490993,4494694,3701
269,4501086,4502640,1554
270,4515083,4516531,1448
271,4517393,4519348,1955
272,4530186,4530602,416
273,4538761,4545886,7125
274,4583749,4589045,5296
275,4591714,4599091,7377
276,4607876,4610901,3025
277,4614205,4618299,4094
278,4702162,4703360,1198
279,4715006,4715882,876
280,4719291,4719296,5
281,4721307,4721849,542
282,4733381,4739299,5918
283,4786293,4787661,1368
284,4799769,4800023,254
285,4814261,4816798,2537
286,4822756,4824820,2064
287,4830588,4833641,3053
288,4835347,4837621,2274
289,4839469,4841134,1665
290,4842848,4843188,340
291,4864121,4864383,262
292,4872325,4879163,6838
293,4905804,4906223,419
294,4965782,4966926,1144
295,4975597,4980862,5265
296,4985820,4988143,2323
297,5007918,5009496,1578
298,5015497,5018258,2761
299,5022032,5029313,7281
300,5035876,5038858,2982
301,5057788,5067939,10151
302,5099423,5104887,5464
303,5108121,5111446,3325
304,5117722,5117807,85
305,5120370,5122279,1909
306,5152861,5155046,2185
307,5182415,5183903,1488
308,5189045,5191924,2879
309,5193934,5199421,5487
310,5203800,5204709,909
311,5267565,5270055,2490
312,5274354,5275102,748
313,5282126,5282140,14
314,5290299,5294778,4479
315,5314340,5315808,1468
316,5336608,5344026,7418
317,5352009,5353663,1654
318,5354870,5355155,285
319,5374907,5385330,10423
320,5393355,5404544,11189
321,5419357,5423315,3958
322,5428385,5436257,7872
323,5441136,5441232,96
324,5442224,5442412,188
325,5448097,5453603,5506
326,5457476,5462813,5337
327,5471454,5475408,3954
328,5481146,5482168,1022
329,5495027,5495805,778
330,5517090,5519665,2575
331,5543306,5544356,1050
332,5546335,5553482,7147
333,5557566,5559208,1642
334,5572012,5572268,256
335,5599526,5601333,1807
336,5605951,5609358,3407
337,5641769,5642619,850
338,5645369,5649473,4104
339,5665609,5667650,2041
340,5671550,5678164,6614
341,5694431,5696547,2116
342,5730779,5739332,8553
343,5744342,5746562,2220
344,5748017,5752009,3992
345,5804717,5805122,405
346,5812301,5814331,2030
347,5829646,5829904,258
348,5848002,5850723,2721
349,5855012,5858416,3404
350,5858799,5863188,4389
351,5872075,5879164,7089
352,5902310,5905968,3658
353,5916364,5916819,455
354,5918980,5932518,13538
355,5936145,5945085,8940
356,5978589,5979713,1124
357,5980043,5980300,257
358,5983980,5986903,2923
359,5991848,5993476,1628
360,6023557,6024173,616
361,6038718,6039211,493
362,6049723,6053812,4089
363,6056305,6058280,1975
364,6127823,6127936,113
365,6141657,6144871,3214
366,6162951,6163081,130
367,6168313,6172692,4379
368,6176100,6176319,219
369,6190479,6192522,2043
370,6205067,6205079,12
371,6232521,6234483,1962
372,6237858,6241113,3255
373,6267886,6268672,786
374,6299816,6309714,9898
375,6312294,6312299,5
376,6361898,6365886,3988
377,6373327,6379329,6002
378,6388213,6389849,1636
379,6401648,6402426,778
380,6415236,6428769,13533
381,6432292,6433902,1610
382,6447897,6450330,2433
383,6498701,6499461,760
384,6502851,6503706,855
385,6507416,6507427,11
386,6516547,6523133,6586
387,6538761,6544558,5797
388,6597153,6597881,728
389,6603622,6616622,13000
390,6619135,6627675,8540
391,6633839,6640247,6408
392,6650773,6651304,531
393,6653270,6653298,28
394,6660442,6670163,9721
395,6683928,6685580,1652
396,6687203,6696791,9588
397,6699109,6701413,2304
398,6713065,6719556,6491
399,6776681,6792388,15707
400,6834970,6839026,4056
401,6852351,6857838,5487
402,6859364,6862097,2733
403,6863847,6865945,2098
404,6867601,6867795,194
405,6873367,6875254,1887
406,6875537,6876269,732
407,6888643,6889919,1276
408,6909692,6910621,929
409,6940558,6942550,1992
410,6968833,6974947,6114
411,6976486,6979140,2654
412,7021927,7028743,6816
413,7064317,7066468,2151
414,7068380,7078169,9789
415,7081622,7083970,2348
416,7095827,7098280,2453
417,7110667,7113006,2339
418,7143726,7145907,2181
419,7154958,7157520,2562
420,7165067,7183375,18308
421,7183706,7196199,12493
422,7198206,7203822,5616
423,7206475,7213454,6979
424,7249576,7250563,987
425,7262109,7264259,2150
426,7271180,7273291,2111
427,7285375,7286967,1592
428,7291512,7292898,1386
429,7300332,7306405,6073
430,7310726,7311219,493
431,7315370,7315380,10
432,7339785,7340904,1119
433,7340997,7341088,91
434,7344636,7348508,3872
435,7383299,7394950,11651
436,7419726,7419934,208
437,7423194,7423988,794
438,7450650,7453234,2584
439,7455736,7458155,2419
440,7462450,7463289,839
441,7512756,7514416,1660
442,7528854,7564141,35287
443,7567056,7567784,728
444,7579239,7584312,5073
445,7596639,7604087,7448
446,7611233,7611430,197
447,7616814,7627702,10888
448,7630981,7631610,629
449,7642179,7644869,2690
450,7646193,7647150,957
451,7656675,7656944,269
452,7679022,7681398,2376
453,7684586,7687180,2594
454,7695628,7702312,6684
455,7707349,7711306,3957
456,7717582,7721897,4315
457,7732759,7734770,2011
458,7738031,7745394,7363
459,7747967,7756593,8626
460,7779313,7781242,1929
461,7782466,7783129,663
462,7828349,7828500,151
463,7836795,7841111,4316
464,7847025,7852318,5293
465,7854764,7858985,4221
466,7877540,7883987,6447
467,7898385,7899570,1185
468,7910434,7914340,3906
469,7932325,7934620,2295
470,7948374,7949240,866
471,7976467,7978807,2340
472,7994375,7996857,2482
473,8007724,8010672,2948
474,8026038,8026076,38
475,8040315,8047428,7113
476,8065522,8069805,4283
477,8072560,8073333,773
478,8078049,8082250,4201
479,8111000,8116947,5947
480,8134918,8138163,3245
481,8211559,8218366,6807
482,8244844,8251933,7089
483,8264018,8279058,15040
484,8283730,8286327,2597
485,8289379,8290059,680
486,8295149,8298184,3035
487,8301594,8305786,4192
488,8313878,8315907,2029
489,8320631,8320757,126
490,8325518,8328616,3098
491,8331815,8332274,459
492,8337685,8342622,4937
493,8372850,8373438,588
494,8391427,8393978,2551
495,8425158,8432060,6902
496,8440906,8447982,7076
497,8459672,8467014,7342
498,8470931,8471109,178
499,8477497,8487988,10491
500,8488130,8489015,885
501,8503401,8503427,26
502,8506227,8507512,1285
503,8519779,8522567,2788
504,8567513,8573667,6154
505,8574158,8574176,18
506,8610416,8613175,2759
507,8626378,8634418,8040
508,8662518,8663121,603
509,8666007,8672642,6635
510,8676068,8680635,4567
511,8707302,8708303,1001
512,8715596,8729613,14017
513,8743359,8745333,1974
514,8780726,8781640,914
515,8790685,8793841,3156
516,8802475,8803297,822
517,8811429,8812501,1072
518,8835771,8842119,6348
519,8848133,8851638,3505
520,8888806,8889512,706
521,8899206,8903031,3825
522,8943831,8946426,2595
523,8968547,8969654,1107
524,8973115,8974541,1426
525,8976950,8977873,923
526,8984918,8987478,2560
527,8995878,8998276,2398
528,9000178,9002467,2289
529,9024893,9036069,11176
530,9039608,9045876,6268
531,9062415,9063319,904
532,9070756,9070958,202
533,9077538,9080129,2591
534,9082667,9093986,11319
535,9100858,9101133,275
536,9103999,9104460,461
537,9111788,9116913,5125
538,9128630,9137365,8735
539,9144835,9148198,3363
540,9160047,9163113,3066
541,9179140,9179246,106
542,9184213,9187274,3061
543,9202802,9208621,5819
544,9214686,9217374,2688
545,9222361,9229978,7617
546,9241809,9242933,1124
547,9274700,9275271,571
548,9277998,9285093,7095
549,9296980,9297470,490
550,9322383,9324216,1833
551,9332875,9334714,1839
552,9337179,9343671,6492
553,9355043,9358275,3232
554,9367762,9372038,4276
555,9430211,9434222,4011
556,9436311,9439259,2948
557,9467965,9469577,1612
558,9470934,9476981,6047
559,9484907,9490702,5795
560,9491599,9491663,64
561,9501268,9502594,1326
562,9508021,9513367,5346
563,9524506,9527532,3026
564,9538062,9544253,6191
565,9547007,9549407,2400
566,9551426,9553142,1716
567,9571082,9573569,2487
568,9592672,9595020,2348
569,9595526,9602793,7267
570,9616149,9616864,715
571,9634722,9640687,5965
572,9646669,9650064,3395
573,9650405,9651504,1099
574,9686100,9703443,17343
575,9704277,9706556,2279
576,9717984,9718375,391
577,9722887,9725604,2717
578,9728417,9729627,1210
579,9741282,9745256,3974
580,9802410,9804843,2433
581,9812806,9817542,4736
582,9820631,9825685,5054
583,9833533,9834516,983
584,9848032,9848276,244
585,9862010,9865171,3161
586,9873353,9874025,672
587,9878363,9878393,30
588,9884009,9884270,261
589,9895192,9895406,214
590,9920211,9929785,9574
591,9943430,9947031,3601
592,9968210,9972655,4445
593,9989495,9992403,2908
594,9993363,9993463,100
595,10013448,10013478,30
596,10031356,10032873,1517
597,10041492,10050660,9168
598,10057134,10057605,471
599,10064140,10066091,1951
600,10069904,10069934,30
601,10072042,10073484,1442
602,10095938,10102153,6215
603,10105459,10106597,1138
604,10113291,10117135,3844
605,10127969,10130036,2067
606,10136405,10140877,4472
607,10172587,10178341,5754
608,10180936,10190354,9418
609,10206030,10206847,817
610,10211877,10221123,9246
611,10223417,10240745,17328
612,10246091,10246924,833
613,10257104,10257184,80
614,10277300,10277781,481
615,10307939,10308018,79
616,10313505,10322355,8850
617,10328811,10329899,1088
618,10349597,10357926,8329
619,10373558,10378884,5326
620,10389155,10393106,3951
621,10396999,10398009,1010
622,10408364,10409216,852
623,10409909,10410068,159
624,10439494,10445964,6470
625,10450134,10450219,85
626,10484399,10489922,5523
627,10504317,10506186,1869
628,10507235,10511249,4014
629,10521001,10528281,7280
630,10586358,10586927,569
631,10609309,10616211,6902
632,10624884,10625415,531
633,10627471,10627493,22
634,10659735,10666628,6893
635,10707972,10718016,10044
636,10735824,10741468,5644
637,10761080,10765361,4281
638,10776243,10777180,937
639,10790986,10792818,1832
640,10794111,10798183,4072
641,10807817,10807858,41
642,10811717,10819971,8254
643,10824776,10831927,7151
644,10851874,10856646,4772
645,10863110,10864339,1229
646,10886380,10887497,1117
647,10897064,10904524,7460
648,10911269,10915297,4028
649,10933508,10933624,116
650,10934784,10935078,294
651,10941683,10944445,2762
652,10948784,10954217,5433
653,10972465,10973601,1136
654,10982762,10984376,1614
655,10984619,10985466,847
656,11005113,11005985,872
657,11007134,11007414,280
658,11050512,11054488,3976
659,11060307,11067035,6728
660,11086832,11086967,135
661,11092254,11095978,3724
662,11116464,11117552,1088
663,11172929,11173140,211
664,11214752,11216135,1383
665,11236862,11237172,310
666,11241468,11241563,95
667,11265058,11269076,4018
668,11273171,11275261,2090
669,11277591,11279564,1973
670,11284426,11293095,8669
671,11311496,11316227,4731
672,11319233,11319629,396
673,11344930,11351237,6307
674,11360010,11361378,1368
675,11362836,11366858,4022
676,11377705,11378542,837
677,11400552,11402924,2372
678,11440016,11447543,7527
679,11450603,11452836,2233
680,11461123,11462247,1124
681,11479996,11485195,5199
682,11496598,11499546,2948
683,11515346,11516893,1547
684,11535266,11549929,14663
685,11577960,11582144,4184
686,11619332,11622374,3042
687,11633102,11639737,6635
688,11663467,11666570,3103
689,11671827,11673632,1805
690,11696825,11701297,4472
691,11708983,11716279,7296
692,11739892,11758418,18526
693,11807865,11809659,1794
694,11815648,11821777,6129
695,11829266,11831522,2256
696,11841427,11841537,110
697,11843410,11849505,6095
698,11868551,11869121,570
699,11873012,11876786,3774
700,11891824,11897854,6030
701,11902704,11905096,2392
702,11911708,11914213,2505
703,11915268,11915507,239
704,11916470,11919846,3376
705,11921340,11922039,699
706,11922937,11927999,5062
707,11937937,11938560,623
708,11950442,11950682,240
709,11952664,11953360,696
710,11956891,11959933,3042
711,11962442,11963228,786
712,11984006,11987762,3756
713,11997119,11998952,1833
714,12006261,12014500,8239
715,12030678,12035429,4751
716,12050844,12051130,286
717,12054339,12057058,2719
718,12060835,12064521,3686
719,12066300,12069626,3326
720,12072814,12081541,8727
721,12089326,12090156,830
722,12090418,12092450,2032
723,12093125,12093916,791
724,12132838,12135608,2770
725,12147761,12157537,9776
726,12161937,12161978,41
727,12164777,12166877,2100
728,12170323,12178099,7776
729,12190897,12193848,2951
730,12196966,12197421,455
731,12199187,12202083,2896
732,12205763,12206248,485
733,12213608,12216181,2573
734,12262020,12265314,3294
735,12267419,12268029,610
736,12270012,12275136,5124
737,12283965,12288528,4563
738,12291040,12296086,5046
739,12324371,12324390,19
740,12332622,12334725,2103
741,12344330,12362077,17747
742,12377959,12378587,628
743,12399600,12406755,7155
744,12413326,12414787,1461
745,12417006,12418099,1093
746,12435875,12437297,1422
747,12449379,12453425,4046
748,12466455,12477769,11314
749,12478941,12480979,2038
750,12482108,12482608,500
751,12487241,12487325,84
752,12498829,12503867,5038
753,12530318,12530982,664
754,12533718,12536936,3218
755,12543902,12545138,1236
756,12547384,12550045,2661
757,12554800,12557171,2371
758,12579812,12584395,4583
759,12626948,12631581,4633
760,12641918,12642034,116
761,12660185,12661889,1704
762,12663562,12668410,4848
763,12668562,12670287,1725
764,12672193,12673248,1055
765,12674945,12676784,1839
766,12693452,12696369,2917
767,12710005,12716264,6259
768,12734748,12739117,4369
769,12740402,12745320,4918
770,12760866,12761476,610
771,12785086,12785224,138
772,12800071,12803098,3027
773,12807102,12810761,3659
774,12844252,12845775,1523
775,12850041,12851866,1825
776,12870458,12870763,305
777,12874918,12875296,378
778,12903518,12905431,1913
779,12923623,12927570,3947
780,12963481,12968280,4799
781,12971220,12972740,1520
782,12973128,12979735,6607
783,12984210,12987978,3768
784,13011224,13011757,533
785,13013637,13018924,5287
786,13022369,13031285,8916
787,13031517,13038264,6747
788,13049241,13050117,876
789,13060253,13062935,2682
790,13064446,13069186,4740
791,13074667,13076387,1720
792,13086139,13086295,156
793,13105604,13107232,1628
794,13139099,13143604,4505
795,13147954,13165347,17393
796,13178841,13180749,1908
797,13185314,13187223,1909
798,13212942,13213105,163
799,13226776,13233083,6307
800,13291767,13295495,3728
801,13301259,13303809,2550
802,13312413,13313515,1102
803,13313628,13322168,8540
804,13323542,13324701,1159
805,13355145,13359171,4026
806,13367554,13370477,2923
807,13374965,13378517,3552
808,13393213,13395736,2523
809,13408203,13415060,6857
810,13425470,13431482,6012
811,13432098,13432327,229
812,13441855,13446575,4720
813,13463777,13474870,11093
814,13475380,13477827,2447
815,13478737,13482764,4027
816,13486438,13487415,977
817,13491607,13496388,4781
818,13498110,13498633,523
819,13536225,13537594,1369
820,13587641,13600899,13258
821,13634399,13639715,5316
822,13663404,13665007,1603
823,13708682,13708814,132
824,13710944,13716441,5497
825,13722811,13723912,1101
826,13732074,13732136,62
827,13735679,13737926,2247
828,13745120,13745864,744
829,13755503,13756879,1376
830,13788574,13789875,1301
831,13792122,13794794,2672
832,13799411,13808016,8605
833,13833402,13833873,471
834,13838360,13838749,389
835,13845929,13846407,478
836,13848924,13849767,843
837,13861715,13864517,2802
838,13866487,13867278,791
839,13867526,13869917,2391
840,13889558,13893036,3478
841,13918330,13927089,8759
842,13940862,13946155,5293
843,13952815,13957698,4883
844,13968260,13970107,1847
845,13981026,13981911,885
846,13989589,13992749,3160
847,14013693,14015004,1311
848,14028247,14032439,4192
849,14068041,14070726,2685
850,14091602,14099496,7894
851,14115555,14118325,2770
852,14127573,14129835,2262
853,14135805,14143909,8104
854,14150025,14150625,600
855,14160085,14162518,2433
856,14167636,14188193,20557
857,14196443,14198645,2202
858,14209629,14217372,7743
859,14251229,14253339,2110
860,14290307,14290689,382
861,14305674,14316617,10943
862,14322169,14325025,2856
863,14332041,14335879,3838
864,14371671,14383475,11804
865,14385375,14385956,581
866,14394770,14395113,343
867,14402417,14407470,5053
868,14449179,14453802,4623
869,14454551,14456914,2363
870,14458525,14462858,4333
871,14467953,14468770,817
872,14490545,14491536,991
873,14498781,14501684,2903
874,14521822,14522559,737
875,14524308,14527799,3491
876,14567409,14569946,2537
877,14598626,14601346,2720
878,14603604,14608548,4944
879,14623570,14625206,1636
880,14639351,14642713,3362
881,14657290,14669317,12027
882,14681542,14684105,2563
883,14701463,14703690,2227
884,14707851,14709519,1668
885,14714572,14715103,531
886,14719802,14730206,10404
887,14745059,14748117,3058
888,14751787,14752233,446
889,14762590,14767078,4488
890,14773289,14774475,1186
891,14779638,14792679,13041
892,14807261,14809662,2401
893,14826390,14840425,14035
894,14840595,14840723,128
895,14847751,14857350,9599
896,14867770,14868161,391
897,14873569,14878412,4843
898,14881133,14882681,1548
899,14883116,14888541,5425
900,14891202,14896548,5346
901,14901750,14907049,5299
902,14916670,14917370,700
903,14923156,14924556,1400
904,14934719,14935482,763
905,14935630,14942433,6803
906,14950117,14953998,3881
907,14958782,14969072,10290
908,14978358,14982850,4492
909,15006605,15006792,187
910,15008627,15015558,6931
911,15021182,15024938,3756
912,15041225,15047920,6695
913,15061560,15061733,173
914,15069166,15074227,5061
915,15077943,15083726,5783
916,15088581,15089994,1413
917,15093465,15103382,9917
918,15109481,15112610,3129
919,15114410,15116441,2031
920,15117851,15118082,231
921,15125965,15140624,14659
922,15162176,15163253,1077
923,15164719,15168817,4098
924,15172314,15175227,2913
925,15219550,15221110,1560
926,15223052,15223891,839
927,15240850,15243751,2901
928,15260220,15263947,3727
929,15272056,15273636,1580
930,15306040,15306540,500
931,15309388,15311341,1953
932,15333591,15336649,3058
933,15366311,15366842,531
934,15380445,15380468,23
935,15388057,15388124,67
936,15391382,15397981,6599
937,15401866,15402248,382
938,15412018,15423473,11455
939,15444439,15452748,8309
940,15476481,15477528,1047
941,15480849,15482188,1339
942,15519507,15521664,2157
943,15541029,15550299,9270
944,15551980,15555039,3059
945,15633983,15635015,1032
946,15647697,15648562,865
947,15655438,15663483,8045
948,15698646,15700161,1515
949,15720736,15726492,5756
950,15774897,15791021,16124
951,15791872,15792592,720
952,15800872,15803133,2261
953,15804146,15811244,7098
954,15819179,15826096,6917
955,15828910,15830928,2018
956,15840060,15841692,1632
957,15864472,15865031,559
958,15866249,15869305,3056
959,15871494,15873633,2139
960,15876648,15882367,5719
961,15885909,15889253,3344
962,15891700,15891859,159
963,15906969,15909998,3029
964,15910547,15910837,290
965,15924881,15925494,613
966,15934667,15938668,4001
967,15939337,15942887,3550
968,15952705,15953119,414
969,15958194,15961289,3095
970,15983188,15983748,560
971,15990540,15990941,401
972,16002838,16010872,8034
973,16061238,16064387,3149
974,16077347,16078500,1153
975,16092256,16092414,158
976,16096180,16098249,2069
977,16156241,16163722,7481
978,16173557,16186589,13032
979,16202307,16202316,9
980,16206725,16211286,4561
981,16218519,16218525,6
982,16237774,16243542,5768
983,16246083,16246260,177
984,16257594,16258072,478
985,16290548,16304551,14003
986,16309164,16309172,8
987,16321924,16324644,2720
988,16334415,16335553,1138
989,16335856,16335908,52
990,16349992,16355594,5602
991,16363989,16373287,9298
992,16392101,16393374,1273
993,16397491,16406378,8887
994,16407862,16409001,1139
995,16437594,16438716,1122
996,16461471,16464639,3168
997,16468082,16470357,2275
998,16479721,16480207,486
999,16492883,16500022,7139
1000,16529515,16530842,1327
1001,16535524,16539215,3691
1002,16543508,16551732,8224
1003,16563032,16565287,2255
1004,16586972,16589004,2032
1005,16650286,16651099,813
1006,16690612,16694593,3981
1007,16705957,16710567,4610
1008,16771754,16782893,11139
1009,16790147,16795108,4961
1010,16800152,16803616,3464
1011,16809128,16809728,600
1012,16833627,16835852,2225
1013,16837728,16846685,8957
1014,16850017,16851515,1498
1015,16853804,16856746,2942
1016,16865149,16866667,1518
1017,16881180,16881249,69
1018,16882148,16884305,2157
1019,16913855,16915139,1284
1020,16947458,16949806,2348
1021,16964430,16970904,6474
1022,16987646,16987876,230
1023,16996401,16997096,695
1024,17000345,17002150,1805
1025,17007691,17009022,1331
1026,17011923,17013882,1959
1027,17015681,17020325,4644
1028,17032555,17033301,746
1029,17035013,17035591,578
1030,17067057,17067077,20
1031,17093330,17095348,2018
1032,17102229,17102329,100
1033,17130299,17133565,3266
1034,17167162,17169085,1923
1035,17171732,17172164,432
1036,17173331,17177549,4218
1037,17180536,17186743,6207
1038,17195116,17200358,5242
1039,17204399,17204765,366
1040,17216452,17218319,1867
1041,17218954,17229139,10185
1042,17230018,17230174,156
1043,17236995,17248504,11509
1044,17250941,17251978,1037
1045,17289889,17292774,2885
1046,17302152,17302174,22
1047,17303487,17306142,2655
1048,17317622,17318072,450
1049,17318424,17327948,9524
1050,17349977,17352831,2854
1051,17363636,17372547,8911
1052,17380692,17382257,1565
1053,17390250,17398789,8539
1054,17439829,17440688,859
1055,17442068,17444123,2055
1056,17454961,17455223,262
1057,17456876,17464619,7743
1058,17479088,17479392,304
1059,17500964,17509629,8665
1060,17513491,17515336,1845
1061,17522570,17529966,7396
1062,17532592,17534780,2188
1063,17538346,17545634,7288
1064,17551757,17555662,3905
1065,17582740,17589776,7036
1066,17617117,17619824,2707
1067,17622994,17623046,52
1068,17631241,17632224,983
1069,17659619,17659998,379
1070,17664468,17666216,1748
1071,17677008,17681888,4880
1072,17683775,17686485,2710
1073,17691670,17696911,5241
1074,17720311,17723211,2900
1075,17757494,17759125,1631
1076,17765560,17770406,4846
1077,17780155,17780291,136
1078,17808746,17809547,801
1079,17818531,17825833,7302
1080,17841637,17842011,374
1081,17846469,17850700,4231
1082,17857360,17858363,1003
1083,17869498,17872902,3404
1084,17906061,17915320,9259
1085,17916768,17919735,2967
1086,17926190,17927419,1229
1087,17938091,17938943,852
1088,17957994,17960313,2319
1089,17975724,17976908,1184
1090,17982741,17983381,640
1091,17998658,18005753,7095
1092,18008249,18010736,2487
1093,18056031,18059473,3442
1094,18063522,18067323,3801
1095,18073568,18075147,1579
1096,18083252,18091313,8061
1097,18110017,18111406,1389
